feature,cat_importance
target_lag1,18.01593934677914
target_lag1_log,16.773919620646286
target_ewm5,5.652410329485487
target_diff1,4.814014899839968
target_lag_min3,4.258886412647476
target_roll10_mean,4.177318822555813
target_lag_max3,2.985854378625496
target_ewm3,2.8418908307562263
target_lag_std3,1.3299898831041899
target_diff2,1.2945157971260914
target_roll3_mean,1.2235165875981093
target_roll5_mean,1.0815447081652025
target_lag2,0.8299004145882931
target_lag5,0.7930604728868383
target_lag4,0.7622103009502905
target_lag3,0.43180185131288484
order_per_station_rel_to_scen,0.40388476830608955
congestion_score_scen_rank,0.34648922807755345
max_zone_density,0.31540908068695817
order_per_station_diff1,0.28208006228442517
pack_utilization_scen_mean,0.27476682339906455
congestion_score_rel_to_scen,0.2676349282259245
ops_x_pack,0.2587417790666705
risk_index_scen_mean,0.24814141247154806
risk_index,0.22598777973657214
order_pressure_scen_std,0.208747057518703
order_inflow_15m_diff1,0.20692755280495204
order_per_station,0.20460927929126185
robot_active_lag1,0.20382042226370198
order_inflow_15m_lag2,0.1960286682324193
battery_cv_scen_max,0.19502282666398
max_zone_density_scen_mean,0.19185348941545163
low_battery_ratio_scen_mean,0.19083746941444116
battery_cv_scen_mean,0.1859941687093199
pack_utilization_scen_rank,0.18458462610030354
order_per_station_lag4,0.1827192067652698
pack_utilization_scen_min,0.18267152626472719
robot_efficiency_lag1,0.17665013601130736
order_per_station_scen_rank,0.17498991313108858
risk_index_scen_max,0.16606662134092082
risk_index_scen_std,0.15943276886050844
congestion_score_diff1,0.1582327552724054
pack_utilization_rel_to_scen,0.15699307320901226
congestion_score_scen_mean,0.15576540884090861
battery_risk_scen_std,0.15496240014711188
ops_x_cong,0.15299582939523543
battery_risk_scen_mean,0.15208812142702371
battery_mean_scen_std,0.15152512077003255
robot_active_lag2,0.14940593371967986
ts_x_order_per_station,0.14491289274780245
pack_utilization_lag2,0.14427660905131798
robot_efficiency_diff1,0.14275314739049916
outbound_truck_wait_min_diff1,0.13907490563343455
battery_cv_scen_std,0.1390005427590701
v13_sqrt_order_inflow,0.13794244849904921
low_battery_ratio_scen_max,0.13742630837486633
order_inflow_15m,0.1361038823659631
order_per_station_exp_mean,0.13482648118267035
layout_compactness,0.13255367013775127
fault_count_15m,0.13038884254629632
robot_per_station,0.13036970243870524
robot_idle,0.1297597691261294
avg_recovery_time,0.1282894156358576
battery_cv_diff1,0.1250185566358611
racking_height_avg_m,0.12441520270350388
battery_mean_scen_min,0.12341510621206471
congestion_score,0.12335267407118682
v13_ts_cos,0.12316800707743966
aisle_traffic_score,0.11824124048843088
order_per_station_lag5,0.11782215902375093
order_per_station_diff2,0.11722118377487475
pack_utilization_lag1,0.11699217258562773
ts_x_pack_utilization,0.11679606219421104
unique_sku_15m,0.11647114536130954
avg_items_per_order,0.1155517094371212
co2_level_ppm,0.1131604049945472
cong_x_trip,0.11312024839481886
order_inflow_15m_lag5,0.11254711055779923
robot_active_lag3,0.11129499794931237
cong_x_pack,0.11116039803552857
agv_task_success_rate,0.10992483458557742
robot_efficiency_lag2,0.10936378577881481
robot_efficiency_scen_mean,0.10746890826069647
order_per_station_roll3_max,0.10651468265576089
order_per_station_lag1,0.10570511486063423
cold_chain_ratio,0.10414220722153589
low_battery_ratio_exp_mean,0.10279414445591253
staff_on_floor,0.1022597793327571
timeslot_te,0.1016720518756519
order_per_station_lag2,0.10160431420907283
pack_utilization_roll3_mean,0.10159398461282691
order_pressure_scen_mean,0.10052441574093327
robot_idle_roll5_min,0.10006150829353758
robot_utilization,0.09961029990433722
robot_idle_lag2,0.09801219799605011
robot_efficiency_lag5,0.09532524627789248
pack_utilization_roll10_min,0.09515324894264035
bottle_neck_roll3_mean,0.09463772498520615
dock_to_stock_hours,0.09379452247921446
order_inflow_15m_roll3_min,0.09336067696561332
robot_efficiency_diff2,0.09320646587252776
robot_efficiency_roll10_min,0.0926378426913433
pick_list_length_avg,0.09189926826148812
pallet_wrap_time_min,0.09174227557596873
lighting_level_lux,0.09155994039176343
zone_temp_variance,0.09138168173942805
max_zone_density_scen_std,0.09124496123766616
prev_shift_volume,0.09089717131220246
pack_utilization_scen_std,0.0896290745281949
avg_trip_distance_rel_to_scen,0.08915660537722403
cold_storage_temp_c,0.08877853217763579
pack_utilization_roll5_std,0.08859966563411395
order_pressure_diff2,0.08849002402515936
order_inflow_15m_roll3_mean,0.08753380702322525
battery_mean_scen_mean,0.08741642641671717
battery_cv_exp_mean,0.08703802660730807
storage_density_pct,0.08687957744463644
robot_active_lag4,0.08683761090829849
robot_idle_diff1,0.08657623615762908
max_zone_density_scen_max,0.08606396241867591
wms_response_time_ms,0.085863021947709
low_battery_ratio_scen_std,0.08571588327256116
order_per_station_lag3,0.08433885408842072
order_inflow_15m_diff2,0.08407668952102058
robot_efficiency_lag4,0.08389989579089836
order_pressure_roll3_std,0.08360164397645924
lighting_zone_variance,0.08339796104461365
outbound_truck_wait_min_roll3_min,0.08210845751187859
replenishment_overlap,0.08209964181226725
order_pressure_diff1,0.08165215589834099
order_pressure_lag5,0.08132372325855663
ts_x_congestion_score,0.08119814197415813
robot_efficiency,0.0806607755532551
order_per_station_scen_mean,0.08053213322151105
robot_active,0.0805202701248788
quality_check_rate,0.08037952847077269
packaging_material_cost,0.0800376819326338
order_inflow_15m_scen_min,0.07945970929497219
robot_idle_diff2,0.0790549353506284
order_per_station_roll5_min,0.07836493261807519
shift_handover_delay_min,0.07833703218620215
backorder_ratio,0.07829182219882194
pack_utilization,0.07805719620309785
risk_index_ewm_mean,0.0780239457248795
battery_risk_scen_max,0.07782742856951691
order_per_station_ewm_mean,0.07761815784263111
inventory_turnover_rate,0.07733811723788672
fleet_age_months_avg,0.07718653095864496
precipitation_mm,0.07697361423069907
ambient_noise_db,0.07657299834759643
timeslot,0.07631718221969822
loading_dock_util,0.07605580010887346
charge_efficiency_pct,0.0757536485560425
order_pressure_scen_min,0.07555855764125723
