feature,lgb_importance,xgb_importance,cat_importance,mean_importance
order_per_station_scen_std,4405.2,0.0011565371649339795,0.056340773928858764,1468.4191657703648
outbound_truck_wait_min_roll3_mean,4401.6,0.0005839220597408712,0.022502064869621002,1467.2076953289763
max_zone_density_diff1,4400.0,0.0008498352020978927,0.048336218976397505,1466.6830620180592
battery_cv_scen_mean,4354.6,0.003873760940041393,0.1859941687093199,1451.5966226432165
layout_type_te,4350.8,0.0005696099251508713,0.026019232387017116,1450.275529614104
order_inflow_15m_roll3_mean,4335.6,0.0009033641079440712,0.08753380702322525,1445.229479057044
robot_efficiency,4325.6,0.0006881871726363897,0.0806607755532551,1441.8937829875752
pack_utilization_roll10_min,4309.8,0.0015039067948237062,0.09515324894264035,1436.6322190519124
order_inflow_15m_roll5_min,4284.4,0.0006825657328590751,0.033097395559031906,1428.1445933204304
robot_efficiency_roll10_min,4253.8,0.0007296986412256956,0.0926378426913433,1417.964455847111
robot_efficiency_roll5_min,4218.2,0.0007597656571306288,0.03639226675959915,1406.079050677472
outbound_truck_wait_min_scen_max,4209.2,0.0006668259273283183,0.015181345867236472,1403.071949390598
pack_utilization_roll5_min,4134.2,0.0017406818689778448,0.060155710437437594,1378.0872987974353
charger_count,4127.0,0.0005056334019172936,0.047439328931567624,1375.6826483207778
low_battery_ratio_scen_std,4087.8,0.002232176740653813,0.08571588327256116,1362.6293160200046
battery_cv_lag2,4059.4,0.0005495129036717117,0.01692283355775746,1353.1391574488205
order_inflow_15m_roll3_max,4036.6,0.000831970211584121,0.050745003110636656,1345.550525657774
low_battery_ratio_scen_max,4024.8,0.0014043576084077358,0.13742630837486633,1341.646276888661
congestion_score_diff1,4002.4,0.0010718897450715304,0.1582327552724054,1334.1864348816725
max_zone_density_roll3_std,3988.4,0.0006364650675095618,0.024278916855950808,1329.4749717939746
order_pressure_scen_min,3984.8,0.0010463186772540212,0.07555855764125723,1328.2922016254395
robot_active_lag4,3970.0,0.0005921895848587155,0.08683761090829849,1323.3624766001644
shift_hour,3969.4,0.0003652057028375566,0.016570096237559742,1323.1389784339801
order_inflow_15m_roll10_min,3955.2,0.0007279357174411416,0.0271932144168175,1318.4093070500446
v13_ts_sin,3939.4,0.0007346448139287532,0.07172469562967146,1313.1574864468146
max_zone_density_scen_mean,3926.6,0.006640066253021359,0.19185348941545163,1308.9328311852228
pack_utilization_roll3_mean,3906.2,0.0046557319350540635,0.10159398461282691,1302.1020832388492
risk_index_roll3_std,3888.2,0.0006345268106088042,0.018635806743997396,1296.073090111185
robot_efficiency_scen_max,3864.4,0.0007937612012028694,0.046969879263679445,1288.1492545468216
robot_active,3842.6,0.0003992387559264898,0.0805202701248788,1280.8936398362937
max_zone_density_diff2,3808.4,0.0006548473378643393,0.016408139413513337,1269.4723543289172
max_zone_density_scen_max,3798.4,0.0009775827871635555,0.08606396241867591,1266.1623471817354
robot_idle,3786.0,0.00044867118704132735,0.1297597691261294,1262.0434028134375
robot_idle_lag5,3777.2,0.0005425038398243487,0.04757392757905908,1259.0827054771396
forklift_active_count,3681.4,0.00040080093895085157,0.027524067501734983,1227.1426416228137
avg_trip_distance_lag1,3677.2,0.0006092519848607481,0.03868212624052216,1225.7464304594084
robot_efficiency_roll10_max,3656.6,0.0013049186090938747,0.04010077605878193,1218.8804685648893
battery_cv_roll5_min,3652.8,0.0006143401842564344,0.02130931664453619,1217.6073078856095
robot_efficiency_roll3_max,3627.6,0.0008368774433620274,0.05282995525709967,1209.2178889442334
cong_x_pack,3624.2,0.0010141435777768493,0.11116039803552857,1208.1040581805378
